CustomerID,TotalOrders,TotalRevenue,CustomerFullName
11441,1,43.98,Erika Gomez
11442,1,34.99,Joseph D Harris
11443,3,8235.0,Grace Griffin
11444,3,8136.02,Tina C Mehta
11445,3,8098.03,Kari S Kim
11446,3,8237.01,Bethany K Chander
11447,3,8078.0199999999995,Jennifer Roberts
11448,3,8132.01,Kyle Patterson
11449,3,8130.32,Alvin E Hu
11450,3,8173.26,Brett Mehta
11451,3,8249.49,Ruben L Muñoz
11452,3,8183.039999999999,Erika A Rubio
11453,3,8176.98,Stanley H Malhotra
11454,3,8089.039999999999,Melinda Navarro
11455,3,8142.03,Ross Sanz
11456,3,8224.46,Jon C Gao
11457,3,8211.48,Jaime C Gutierrez
11458,3,96.89,Bianca K Liu
11459,3,8141.33,Tasha Deng
11460,3,8137.5199999999995,Melvin R Chande
11461,3,8089.039999999999,Victor Jimenez
11462,3,8116.33,Laura L Lin
11463,3,47.92,Alisha E Beck
11464,3,8128.51,Alejandro Huang
11465,3,8158.039999999999,Louis Luo
11466,3,90.19,Grant H Tang
11467,3,55.87,Arturo C Zheng
11468,3,6959.82,Jaclyn Andersen
11469,1,25.48,Edwin Raji
11470,2,4344.0882,Jay C Suarez
11471,1,53.99,Latasha Suarez
11472,3,8165.82,Kenneth Kumar
11473,1,62.98,Grace M Henderson
11474,1,49.97,Melvin A Xu
11475,1,69.46,Cesar L Subram
11476,1,53.99,Erika K Navarro
11477,1,34.99,Tristan Hughes
11478,1,53.99,Billy C Hernandez
11479,3,4970.6096,Darryl L Wu
11480,3,4935.3596,Colleen A Ma
11481,3,4978.0482,Erica Hu
11482,3,8143.03,Adrienne C Torres
11483,3,4966.3896,Calvin E Chande
11484,3,4985.3796,Erick L Sai
11485,3,7048.299999999999,Donald Chandra
11486,1,34.99,Ariana F Rogers
11487,1,53.99,Morgan C Jones
11488,3,8090.33,Jermaine Lopez
11489,3,8127.51,Deborah S Goel
11490,1,53.99,Danny Rubio
11491,3,8158.01,Andre Perez
11492,2,4404.0782,Terrence C Chander
11493,3,6958.799999999999,Dawn T Wu
11494,3,6973.8099999999995,Jimmy M Gutierrez
11495,1,13.98,Francis Jimenez
11496,3,7013.789999999999,Gary Ortega
11497,1,34.99,Katrina R Nath
11498,16,561.53,Arturo C Sun
11499,2,192.21,Pedro A Vance
11500,16,654.27,Sarah V Simmons
11501,16,872.25,Brandy P Chandra
11502,16,1026.29,Jared Peterson
11503,2,61.78,Dennis G Wu
11504,2,44.57,Jordan P Baker
11505,16,846.77,Jasmine A Powell
11506,16,748.6,Nicholas S Brown
11507,16,653.0600000000001,Isabella A Russell
11508,2,77.27000000000001,Elizabeth R Wilson
11509,1,196.29,Roger Harui
11510,5,258.15,Seth H Roberts
11511,1,35.0,Caleb Perry
11512,1,2319.99,Natalie L Campbell
11513,1,863.95,Alyssa A Howard
11514,1,39.99,Dalton Diaz
11515,2,5930.23,Shannon H Huang
11516,2,5915.54,Mya Gonzales
11517,2,101.76,Katherine A Bryant
11518,2,82.19999999999999,Edward Washington
11519,16,757.27,Jerome B Navarro
11520,16,822.97,Jada A Morgan
11521,2,44.57,Ariana Peterson
11522,2,5888.24,Christian J Hughes
11523,1,2376.96,Lucas V Taylor
11524,2,42.28,Alyssa L Jackson
11525,2,5935.55,Ariana Cook
11526,1,2376.96,Katherine P Diaz
11527,2,39.58,Jenna J Green
11528,2,5959.71,Joan Washington
11529,2,5944.21,Austin L Bryant
11530,16,573.8,Andrew C Martinez
11531,2,5875.55,Nina R Yuan
11532,2,44.57,Lauren Miller
11533,2,37.29,Ebony E Gill
11534,2,5919.73,Cameron M Lewis
11535,2,5919.21,Devin Nelson
11536,2,5915.54,Logan J Chow
11537,2,5873.26,Dakota Ross
11538,2,5895.24,Nicole B Taylor
11539,2,5997.73,Justin Washington
11540,2,5958.18,Alberto C Navarro
11541,2,5973.24,Aidan D Ross
11542,1,34.47,Alejandro L Tang
11543,1,53.99,Sheena Chande
11544,1,88.98,Joel A Garcia
11545,1,53.99,Reginald Dominguez
11546,2,4460.3796,Christine Chande
11547,3,4976.3796,Cindy E Sai
11548,3,7068.2699999999995,Raymond Sanchez
11549,3,7023.7699999999995,Crystal J Liang
11550,3,5241.4282,Deb Torres
11551,1,53.99,Shannon Alvarez
11552,1,34.99,Eddie L Rubio
11553,1,21.49,Sharon D Luo
11554,1,34.99,Sydney Simmons
11555,1,34.99,Alexandria R Henderson
11556,1,21.49,Lucas J Evans
11557,1,21.49,Felicia Ramos
11558,1,21.49,Ivan E Malhotra
11559,1,34.99,Frederick M Subram
11560,1,53.99,Whitney Srini
11561,2,4344.0882,Briana Dominguez
11562,1,84.98,Jarrod Gonzalez
11563,1,53.99,Cesar Srini
11564,2,4369.0882,Jorge L Liang
11565,1,34.99,Erik S Diaz
11566,25,1006.83,April L Shan
11567,1,53.99,Carla Perez
11568,3,6789.4596,Alexia Foster
11569,1,34.99,Troy Malhotra
11570,2,4391.4096,Kristin K Andersen
11571,2,4390.6796,Joel Sai
11572,2,4450.3696,Billy Moreno
11573,1,34.99,Meagan W Subram
11574,1,34.99,Karla V Luo
11575,3,6806.1182,Jackson Campbell
11576,2,4486.4096,Micah V Zhu
11577,2,4344.0882,Janet Serrano
11578,2,4406.3896,Trisha Huang
11579,1,43.98,Clayton Beck
11580,1,34.99,Melvin Raje
11581,5,237.19,Cindy Jordan
11582,2,4379.0782,Claudia E Ma
11583,2,4381.3896,Karla M Xu
11584,1,8.99,Devin J Carter
11585,1,49.99,Kari L Perez
11586,1,8.99,Alberto Romero
11587,2,4540.3782,Kevin Bryant
11588,2,4369.0882,Candace Mehta
11589,1,14.98,Ebony Malhotra
11590,2,4384.0682,Erika F Diaz
11591,2,5895.24,Stacey W Lu
11592,2,5875.55,Darrell T Raji
11593,2,5908.25,Armando Moreno
11594,1,88.98,Corey Goel
11595,1,34.99,Sebastian Howard
11596,1,49.97,Roger E Raje
11597,1,34.99,Janelle C Chandra
11598,2,4548.6996,Meredith B Ruiz
11599,2,5957.219999999999,Melody Diaz
11600,1,34.99,Linda D Rubio
11601,2,5932.219999999999,Ivan S Raman
11602,1,34.99,Larry Gill
11603,3,6767.138199999999,Geoffrey Gonzalez
11604,3,6786.1182,Edgar Sanchez
11605,2,4344.0882,Heidi L Subram
11606,2,5922.23,Melody Ramos
11607,2,5913.24,Clinton H Moreno
11608,1,34.99,Cesar E Madan
11609,3,6872.1082,Eugene E Ye
11610,3,6786.4396,Blake Collins
11611,2,5873.26,Ernest Lin
11612,3,6795.1182,Keith Andersen
11613,2,4381.3896,Meredith M Prasad
11614,2,4438.0581999999995,Katrina M Sharma
11615,3,5205.7096,Dwayne H Navarro
11616,3,5253.6496,Casey Nath
11617,2,5935.55,Sean Brooks
11618,1,2369.96,Brian M Ramirez
11619,16,634.84,Sierra J Young
11620,2,44.57,Megan M Rodriguez
11621,2,123.24000000000001,Leah R She
11622,2,133.75,Gabriel Allen
11623,2,5948.24,Angela Perry
11624,2,5898.26,Ryan C Smith
11625,2,5913.25,Zachary S Moore
11626,2,5958.74,Destiny Rogers
11627,2,50.230000000000004,Dalton Gray
11628,2,5875.55,Mariah M Wood
11629,2,5930.23,Isaiah D Wright
11630,2,5933.26,Haley Powell
11631,16,707.5,Antonio C Bennett
11632,16,1002.09,Alexandra D Jenkins
11633,2,77.27000000000001,Thomas Anderson
11634,2,39.58,Samuel Collins
11635,2,42.28,Darrell Chande
11636,2,77.27000000000001,Kimberly K Cox
11637,2,39.58,Morgan Hernandez
11638,2,77.27000000000001,Antonio E Powell
11639,2,127.26,Angelica Perry
11640,5,409.12,Chloe A Wilson
11641,5,303.2,James D Chen
11642,5,481.87,Morgan T Hughes
11643,2,100.22,Naomi L Munoz
11644,2,42.28,Charles S Torres
11645,2,153.46,Gabriella M Turner
11646,2,113.48,Anna A Foster
11647,1,2365.94,Randy J Wu
11648,2,88.99000000000001,Kevin R Scott
11649,2,91.28,Ian M White
11650,2,128.97,Caleb Hayes
11651,5,226.43,Patricia Garcia
11652,5,310.93,Samuel V Russell
11653,2,178.96,Sydney Peterson
11654,2,5955.23,Ariana C Sanchez
11655,2,50.230000000000004,Tamara Sharma
11656,2,77.27000000000001,Katelyn K Perez
11657,2,178.96,Megan A Cox
11658,2,111.96,Robert Mitchell
11659,5,235.01,Miguel Adams
11660,5,324.72,Miranda Gonzales
11661,5,287.7,Jeremiah S James
11662,2,100.27,Ethan Kumar
11663,2,5948.24,Seth A Williams
11664,2,5948.24,Alyssa L Morgan
11665,2,5930.23,Janet Dominguez
11666,2,5948.24,Angel Baker
11667,2,91.28,Blake S Moore
11668,2,128.97,Jada C Collins
11669,2,113.21,Isabella Simmons
11670,2,100.27,Jacqueline Perry
11671,2,5970.23,Jessica L Brown
11672,2,113.48,Chad C Jai
11673,2,191.95000000000002,Susan C Ye
11674,2,96.27000000000001,Morgan B Rogers
11675,2,5898.26,Devin J Martinez
11676,2,91.28,Alan Hu
11677,5,298.21,Charles Walker
11678,2,5900.55,Johnny A Chavez
11679,2,145.96,Dalton W Richardson
11680,2,93.98,Kaylee E Nelson
11681,2,137.96,Abigail E Jones
11682,2,252.98000000000002,Kaitlyn Hall
11683,2,5897.23,Greg M Taylor
11684,2,93.98,Devin Parker
11685,2,110.91999999999999,Jose A Griffin
11686,2,128.97,Luke C Edwards
11687,2,97.97999999999999,Cody Torres
11688,2,5967.23,Victoria A Morris
11689,2,88.99000000000001,Ian D Diaz
11690,2,5904.23,Caroline Butler
11691,2,119.96000000000001,Kaitlyn Wilson
11692,2,93.98,Caleb A Gonzales
11693,1,2294.99,Hailey W Diaz
11694,2,128.97,Jonathon L Ortega
11695,2,128.97,Logan Campbell
11696,2,5873.26,Mackenzie T Campbell
11697,2,152.96,Eduardo Lee
11698,5,255.94,Jackson Wright
11699,2,122.25,Chase Peterson
11700,2,137.96,Xavier Richardson
11701,2,128.97,David Hayes
11702,2,96.27000000000001,Jenny S Zhou
11703,2,100.27,Kaylee Baker
11704,2,93.98,Evan G Hernandez
11705,2,5940.54,Brooke Richardson
11706,2,88.99000000000001,Blake M Perez
11707,2,6025.219999999999,Natalie Cook
11708,2,5908.5,Elizabeth Weisman
11709,5,325.89,Hailey Collins
11710,2,97.97999999999999,Zoe R Ramirez
11711,27,1103.78,Daniel Davis
11712,5,127.8,Shelby Rogers
11713,2,191.95,Kyle C Zhang
11714,2,93.98,Alexandria E Long
11715,2,143.97,Chloe F Robinson
11716,2,96.27000000000001,Evan Kelly
11717,2,192.47,Marcus J Jones
11718,2,100.27,Sarah T Jones
11719,5,287.2,Blake P Green
11720,2,117.95,Morgan P Morris
11721,2,105.25999999999999,Jennifer A Alexander
11722,2,153.46,Julian S Hughes
11723,5,192.53,Luke A Coleman
